V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_plOq8rqVvY0CuGZ,NA,10/25/20 13:18,10/25/20 13:34,1,5f95cf62-8ffe-323f-1aa5-234e62948bed,66,1,5,1,1,3,10,2,61348,Michael,George,Emma,Elizabeth,Barbara,James,Husband and two children,Husband and no children,Husband and no children,Husband and three children,Husband and one child,Husband and two children,69,45,67,69,54,54,23,19,19,24,16,15,10,1,1,14,1,1954,2,NA,1,NA,5,5,2,1,2,NA,NA,1,2,5,1,3,3,6,1,5,5,4,98.395,134.859,135.941,5,2,1,1,1,5,4,2,3,2,Trump,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,249.921,249.921,251.614,1,liberals cheat,NA,2,2,2,2,1,2,6,NA,NA,1,1,NA,NA,NA,1,NA,4,1,1,2,21.059,22.597,26.056,2,1,2,6.358,6.358,8.487,1,1,1,9.372,9.372,11.591,1,fave|socialism,FL_133,FL_124,FL_118,FL_113,FL_104,FL_90,FL_86,FL_74,FL_66,FL_64,FL_52,FL_46,mip_open|G2.Q2,m4a_soc,covid_control,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,1|5|6|2|10|3|7,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|6|9|4|5,1|2|9|8,1|2|3|4|5|6|7|8,7|1|5|2|4|9|8|3|6,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,66,0,15.62,1,5,3,7,2,2,2,NA,1,5,2,0.860356589,1,1,1,1,1,1,2020,1,0.860356589
R_2Cqu0sXgKHIIPOh,NA,10/25/20 13:26,10/25/20 13:35,1,5f95d16e-f99e-3b42-54fd-43571180d94a,75,1,3,1,1,6,10,3,29681,James,Benjamin,Hannah,Hannah,James,Robert,Husband and one child,Husband and three children,Husband and three children,Husband and two children,Wife and no children,Husband and one child,52,45,46,62,65,67,17,17,15,22,17,19,9,1,1,42,1,1945,2,NA,1,NA,4,4,2,3,NA,2,NA,2,2,5,1,2,3,4,3,4,3,4,9.186,29.922,31.484,5,3,1,1,1,5,5,1,1,2,Creeping Socialism,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17.828,17.828,19.116,1,NA,NA,2,2,2,2,3,2,2,2,NA,NA,1,NA,NA,1,NA,NA,1,1,1,1,18.245,18.245,26.377,1,1,2,16.146,16.146,20.738,1,1,2,12.918,12.918,14.576,1,socialism|fave,FL_130,FL_123,FL_120,FL_112,FL_98,FL_92,FL_84,FL_80,FL_72,FL_62,FL_51,FL_44,mip_open|G2.Q2,m4a_control,covid_control,gnd_control,1|2|3|4|5|6,5|4|2|1|3,3|5|7|1|10|6|2,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|7|9|4|6,1|2|9|8,8|7|6|5|4|3|2|1,7|4|1|8|3|9|5|2|6,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,75,0,8.52,1,6,6,7,4,4,3,NA,1,5,2,1.140350962,1,1,1,1,1,1,2020,0.972,1.108421135
R_2rNnpaYGnoyCyZE,NA,10/25/20 13:25,10/25/20 13:35,1,5f95d122-b46b-61b4-7aeb-c2dd1e3beeb4,58,2,7,2,1,5,1,2,48141,Robert,Janet,Emma,Elizabeth,Michael,Michael,Wife and no children,Wife and one child,Wife and three children,Husband and three children,Wife and one child,Wife and two children,65,55,52,52,60,69,13,13,11,22,19,12,9,1,1,23,1,1962,1,1,NA,NA,2,1,1,3,NA,1,NA,1,2,7,1,2,3,2,1,2,6,4,36.378,66.159,67.399,10,1,1,4,5,1,1,1,3,2,Covid-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,NA,NA,1,2,1,1,NA,NA,0,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1.168,30.333,30.9,4,NA,Trump and his foreign friend rig the election,1,1,1,2,3,1,2,NA,NA,1,NA,1,NA,NA,3,NA,5,1,1,2,3.888,23.085,23.649,9,1,2,4.86,11.757,12.298,4,1,1,2.061,9.625,10.216,3,fave|socialism,FL_132,FL_127,FL_118,FL_113,FL_101,FL_93,FL_83,FL_77,FL_73,FL_64,FL_53,FL_47,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,6|5|7|2|10|3|1,2|1|3|4|8,1|2|3|4,8|6|4|7|2|5|3|1,4|5|9|7|6,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,58,0,9.9,2,4,5,1,3,7,6,NA,6,4,1,0.834176711,2,1,1,1,2,1,2020,0.934,0.779121049
R_3iDyi4oYqsibGSD,NA,10/25/20 13:19,10/25/20 13:35,1,5f95cf84-7780-fd0e-10ed-b91e7b3f0244,40,1,21,7,1,1,1,1,10022,James,Benjamin,Hannah,Hannah,James,Michael,Wife and two children,Wife and three children,Husband and three children,Husband and two children,Husband and three children,Wife and one child,57,61,45,66,48,59,11,25,25,10,20,21,8,1,1,33,1,1980,1,1,NA,NA,3,1,1,4,NA,NA,NA,6,2,1,1,1,1,4,6,5,6,4,31.32,71.095,91.944,7,1,5,4,5,1,4,2,2,2,sarcasm.,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,1,0,3,1,3,0,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,1,3,NA,NA,1,NA,1,NA,5,NA,NA,2,1,1,1,26.258,26.258,27.154,1,1,1,15.808,15.808,17.239,1,1,2,3.015,3.015,4.093,1,socialism|fave,FL_130,FL_123,FL_120,FL_112,FL_98,FL_93,FL_87,FL_81,FL_72,FL_62,FL_56,FL_45,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_control,6|5|4|3|2|1,5|4|2|1|3,2|1|3|6|10|5|7,1|2|3|8|4,1|2|3|4,8|6|1|4|5|3|7|2,6|7|9|5|4,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|4|3|2|7|5|6|8,40,0,16.47,4,3,1,1,1,5,1,NA,4,4,1,1.926634508,3,1,1,1,4,1,2020,0.176,0.339087673
R_u9fCP3t3xINnFG9,NA,10/25/20 13:30,10/25/20 13:35,1,5f95d217-2ea6-b964-cdbf-6676ec14413b,22,2,13,1,11,5,1,1,11101,Michael,Matthew,Matthew,Benjamin,James,Linda,Husband and two children,Wife and two children,Husband and three children,Wife and three children,Wife and no children,Wife and no children,55,52,65,50,69,57,11,10,12,13,22,23,2,1,1,45,1,1998,1,1,NA,NA,2,1,1,3,NA,1,NA,2,2,1,1,2,3,1,1,1,6,4,0.593,24.34,25.148,15,1,4,5,5,1,3,1,3,2,Corruption,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,2.815,7.214,9.041,2,NA,I really want them to win! Electoral system should be abolished and reformed,1,1,1,1,3,1,3,1,NA,NA,1,NA,NA,NA,NA,5,2,1,1,1,0.698,17.518,18.18,9,1,2,0.848,23.904,24.695,10,1,1,0.73,10.049,10.527,5,fave|socialism,FL_133,FL_125,FL_117,FL_107,FL_98,FL_97,FL_86,FL_79,FL_72,FL_65,FL_51,FL_43,mip_open|G2.Q2,m4a_control,covid_control,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,5|6|2|3|10|1|7,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|7|9|4|5,1|2|9|8,1|2|3|4|5|6|7|8,5|9|7|8|6|2|4|1|3,1|2|3|4|5|6|7,1|6|7|5|4|3|2|8,22,1,5.75,3,1,5,1,3,7,5,NA,7,2,1,0.640020077,2,1,1,1,3,1,2020,0.726,0.464654576
R_1Cd7EH1X2mBXifG,NA,10/25/20 13:22,10/25/20 13:36,1,5f95d032-cc9e-7c6f-2ae2-a3584e975ff8,67,1,14,1,1,6,2,1,17042,John,Janet,Hannah,Benjamin,Mary,James,Husband and two children,Wife and one child,Husband and two children,Wife and two children,Wife and three children,Husband and two children,47,65,63,53,70,70,23,19,20,10,25,14,7,1,1,39,1,1953,1,2,NA,NA,3,1,1,1,1,NA,NA,4,2,5,1,3,3,1,1,1,6,4,12.984,87.91,89.793,5,2,4,4,5,1,1,4,3,2,health care,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,2,11.208,11.208,21.96,1,NA,NA,1,1,1,2,2,1,2,NA,1,NA,NA,NA,1,4,NA,NA,3,1,1,1,46.183,46.183,48.586,1,1,1,21.179,21.179,23.865,1,1,1,27.304,27.304,29.229,1,socialism|fave,FL_131,FL_127,FL_120,FL_107,FL_102,FL_90,FL_86,FL_77,FL_70,FL_63,FL_57,FL_46,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_control,1|2|3|4|5|6,1|2|4|5|3,7|5|3|1|10|6|2,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|7|9|6|4,1|2|9|8,1|2|3|4|5|6|7|8,7|9|2|8|4|1|6|3|5,1|2|3|4|5|6|7,1|5|6|4|7|2|3|8,67,0,13.9,1,5,6,2,4,4,1,NA,1,5,1,0.677934995,2,1,1,1,1,2,2020,1,0.677934995
R_sp9AHpWNglfJX0t,NA,10/25/20 13:27,10/25/20 13:36,1,5f95d18f-71ca-c1c5-b0cd-7135377f3e1f,21,1,-3105,16,15,3,4,2,60098,Linda,Elizabeth,Benjamin,Matthew,Linda,James,Wife and two children,Husband and no children,Wife and one child,Wife and two children,Husband and three children,Husband and two children,56,61,46,68,69,55,25,14,20,25,20,19,1,1,1,45,2,1999,3,NA,NA,1,3,5,NA,1,3,NA,NA,11,1,1,1,1,3,2,1,5,6,4,7.109,37.202,39.14,16,3,2,2,2,2,2,2,2,2,Disease,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,2,2,NA,NA,NA,5,NA,3,1,1,1,3.525,47.743,48.525,26,1,1,2.405,19.019,20.163,8,1,2,0.801,7.411,9.384,7,fave|socialism,FL_137,FL_129,FL_115,FL_109,FL_105,FL_90,FL_87,FL_74,FL_69,FL_63,FL_56,FL_46,mip_open|G2.Q2,m4a_soc,covid_control,gnd_labeled,6|5|4|3|2|1,5|4|2|1|3,5|2|3|7|10|1|6,2|1|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|6|9|4|5,1|2|9|8,8|7|6|5|4|3|2|1,2|4|1|8|9|5|3|6|7,1|2|3|4|5|6|7,1|4|5|2|3|7|6|8,21,1,8.42,4,1,3,3,2,6,2,NA,4,2,4,0.930144456,4,0,1,0,5,3,2020,0.284,0.264161025
R_2tyCvbcrPJmIdnj,NA,10/25/20 13:14,10/25/20 13:36,1,5f95ce54-b1d3-52d3-d419-d2d694fb039c,62,2,1,1,1,2,2,3,72842,John,Elizabeth,Benjamin,Janet,John,John,Wife and one child,Husband and two children,Husband and two children,Husband and no children,Wife and two children,Wife and no children,55,63,69,49,65,66,16,15,22,23,19,11,11,1,1,4,2,1958,1,2,NA,NA,4,3,7,4,NA,NA,NA,11,1,1,4,3,5,2,2,2,2,4,6.388,62.436,64.216,5,2,2,1,1,4,2,2,3,2,The coronavirus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,2,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,NA,NA,1,NA,1,NA,4,NA,NA,2,1,1,1,41.654,60.734,61.798,2,1,1,59.455,81.695,83.67,2,1,1,59.048,59.048,60.625,1,socialism|fave,FL_131,FL_129,FL_115,FL_111,FL_99,FL_91,FL_85,FL_78,FL_70,FL_58,FL_55,FL_43,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_control,1|2|3|4|5|6,1|2|4|5|3,1|2|3|6|10|5|7,1|2|3|8|4,1|2|3|4,7|8|3|6|1|5|4|2,7|6|9|5|4,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,62,1,22.43,1,5,2,2,1,1,7,NA,5,5,4,0.856011654,1,0,4,0,1,2,2020,0,0
R_9KQWc4TSKqEK1tn,NA,10/25/20 13:32,10/25/20 13:36,1,5f95d293-55ea-4ce8-3694-ff37656d671e,24,1,18,1,1,5,1,1,7657,Jennifer,Emma,William,Emma,James,Jennifer,Husband and one child,Wife and no children,Wife and two children,Wife and three children,Wife and one child,Wife and three children,56,56,58,61,64,52,22,25,22,15,11,11,10,1,1,31,1,1996,1,1,NA,NA,1,1,1,1,1,NA,NA,1,2,1,1,2,3,1,1,1,5,4,1.053,12.348,13.078,17,3,1,1,5,1,1,1,1,2,"economy, covid",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,2.401,7.082,7.745,5,NA,trump is not good,1,1,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,5,NA,4,1,1,2,6.338,13.018,13.923,2,1,1,3.887,3.903,5.701,2,1,2,5.222,6.71,6.997,2,fave|socialism,FL_135,FL_126,FL_114,FL_110,FL_98,FL_95,FL_84,FL_75,FL_71,FL_65,FL_53,FL_49,mip_open|G2.Q2,m4a_soc,covid_control,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,2|1|3|6|10|5|7,2|1|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,6|4|9|7|5,1|2|9|8,1|2|3|4|5|6|7|8,2|1|3|5|7|9|4|6|8,1|2|3|4|5|6|7,1|6|4|3|5|7|2|8,24,0,4.47,1,1,5,1,3,3,1,NA,1,1,1,0.603734057,2,1,1,1,1,1,2020,0.99,0.597696716
R_T0BtZkguU9uDAT7,NA,10/25/20 13:29,10/25/20 13:37,1,5f95d1d4-b2f8-bc1e-5a62-3fea426c99b9,35,1,18,2,1,6,9,4,90006,Mary,Benjamin,Elizabeth,Elizabeth,John,Robert,Wife and three children,Husband and one child,Wife and two children,Wife and one child,Husband and two children,Husband and no children,49,47,60,53,63,69,21,23,16,20,10,17,6,1,1,5,1,1985,2,NA,2,NA,4,1,2,1,2,NA,NA,2,2,1,2,1,3,5,4,5,4,4,4.316,35.804,36.786,10,2,4,4,2,4,2,3,3,2,COVID 19 Pandemic,2,1,3,2,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,7.576,16.903,17.87,2,NA,NA,2,2,1,2,3,1,2,NA,1,NA,NA,NA,1,NA,NA,4,2,1,1,2,0.75,25.316,26.301,7,1,2,0.577,7.194,7.801,6,1,2,5.291,11.456,12.135,5,socialism|fave,FL_134,FL_123,FL_121,FL_113,FL_99,FL_92,FL_89,FL_76,FL_71,FL_61,FL_54,FL_42,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,2|7|1|6|10|5|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|4|9|5|6,1|2|9|8,8|7|6|5|4|3|2|1,3|5|2|1|7|8|6|4|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,35,1,7.92,2,2,6,6,4,8,4,NA,2,2,2,0.596230859,2,1,2,1,2,2,2020,0.374,0.222990341
R_4GSF8aZQmOeAeC5,NA,10/25/20 13:25,10/25/20 13:37,1,5f95d0d0-9c93-07dc-fee7-9ea35af216fb,59,1,6,1,12,3,4,4,87505,Mary,Matthew,George,William,Jennifer,Barbara,Wife and two children,Husband and one child,Wife and one child,Wife and two children,Husband and one child,Wife and no children,50,67,57,59,46,63,23,24,25,11,14,17,15,1,1,32,1,1961,3,NA,NA,3,3,3,7,1,2,NA,NA,12,2,6,3,3,4,3,1,3,6,4,4.39,40.512,42.193,12,6,4,3,5,5,5,5,4,2,COVID 19 election year,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,NA,NA,1,2,NA,NA,1,3,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,I am a permanent disabled veteran,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2.721,24.35,25.101,5,NA,NA,1,1,2,2,3,1,7,NA,NA,1,NA,NA,1,NA,NA,5,5,1,1,1,4.563,21.489,22.2,10,1,1,6.151,21.288,22.168,10,1,1,1.562,13.858,14.602,8,socialism|fave,FL_134,FL_125,FL_116,FL_106,FL_103,FL_96,FL_87,FL_76,FL_69,FL_63,FL_52,FL_43,mip_open|G2.Q3,m4a_soc,covid_soc,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,7|1|2|6|10|3|5,2|1|3|4|8,1|2|3|4,4|1|2|3|5|8|6|7,6|4|9|7|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,59,0,12.13,3,4,3,4,2,6,4,NA,3,4,4,1.812615019,1,0,3,1,3,4,2020,0.264,0.478530365
R_yDXg0kmXnB9sDHr,NA,10/25/20 13:32,10/25/20 13:38,1,5f95d28b-e1dd-6f57-e4c9-5c94847fec25,33,1,-3105,16,15,2,10,3,23669,Linda,William,George,Hannah,Mary,Mary,Husband and no children,Husband and three children,Husband and three children,Husband and no children,Wife and one child,Husband and two children,63,67,46,70,63,60,24,11,16,14,16,15,7,1,1,6,1,1987,5,NA,NA,3,3,5,7,2,1,NA,NA,12,2,2,4,1,3,4,4,3,4,4,0.411,12.117,12.697,13,3,4,5,5,1,4,4,4,2,Don't know.,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,0.348,1.101,1.69,2,NA,NA,2,2,1,NA,2,2,7,1,NA,NA,NA,NA,2,NA,NA,4,3,1,1,2,0.542,2.545,3.266,3,1,1,0.201,1.071,1.662,2,1,1,11.821,12.786,13.462,2,fave|socialism,FL_137,FL_122,FL_116,FL_112,FL_102,FL_94,FL_82,FL_80,FL_72,FL_58,FL_53,FL_46,mip_open|G2.Q2,m4a_control,covid_soc,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,6|3|2|1|10|5|7,2|1|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|6|9|5|7,1|2|9|8,1|2|3|4|5|6|7|8,9|4|2|5|8|7|3|6|1,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,33,0,6.2,4,2,2,4,1,5,3,NA,4,2,4,1.764612829,4,0,4,1,5,4,2020,0.084,0.148227478
R_3oMJuCJQVOW7L22,NA,10/25/20 13:26,10/25/20 13:38,1,5f95d140-2cab-524f-6c9f-5057738b1492,22,1,15,1,2,2,4,2,60007,Michael,William,William,William,Mary,John,Wife and one child,Wife and one child,Wife and three children,Husband and no children,Wife and three children,Wife and two children,49,66,63,51,51,63,15,18,21,19,22,16,13,1,1,6,1,1998,1,1,NA,NA,4,5,7,1,1,NA,NA,2,1,2,2,2,4,2,4,1,2,4,13.215,75.362,75.779,13,3,4,2,5,1,3,4,3,2,Economic recession,1,2,1,3,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,17.387,22.841,23.464,4,NA,The election needs to be reconducted and we'll monitored,1,1,1,2,3,1,3,NA,1,NA,1,NA,NA,NA,5,NA,1,1,1,1,2.582,37.692,38.541,14,1,2,2.042,15.419,16.028,9,1,1,12.246,14.497,15.189,4,socialism|fave,FL_133,FL_122,FL_114,FL_106,FL_102,FL_91,FL_85,FL_77,FL_73,FL_58,FL_57,FL_47,mip_open|G2.Q2,m4a_econ,covid_control,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,3|6|1|2|10|7|5,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,4|6|9|7|5,1|2|9|8,1|2|3|4|5|6|7|8,9|7|2|8|1|3|6|5|4,1|2|3|4|5|6|7,1|3|6|7|2|4|5|8,22,0,12.18,3,1,2,1,1,5,2,NA,3,2,4,2.514214097,2,0,2,1,3,1,2020,0.208,0.522956532
R_3HGqkPRrpRIJcXA,NA,10/25/20 13:27,10/25/20 13:38,1,5f95d15c-9a0f-d832-3d1c-0c7bce960a80,50,2,1,2,14,2,1,3,29115,James,Janet,Janet,Emma,Jennifer,Michael,Husband and no children,Husband and two children,Wife and no children,Wife and no children,Husband and one child,Husband and one child,46,66,59,58,67,65,13,23,11,23,19,25,15,1,1,42,1,1970,1,1,NA,NA,1,1,7,1,1,NA,NA,11,1,2,1,3,5,6,1,6,4,4,7.589,51.186,52.747,12,5,3,5,5,4,5,5,5,2,Coronavirus crimes,1,1,1,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,8.905,29.285,30.458,4,NA,No comment,1,1,1,1,1,1,3,NA,NA,1,1,NA,NA,NA,1,NA,5,1,1,2,11.119,34.101,34.832,14,1,2,3.883,7.884,8.5,4,1,1,4.827,16.852,17.692,8,fave|socialism,FL_130,FL_127,FL_119,FL_110,FL_103,FL_93,FL_82,FL_78,FL_67,FL_59,FL_52,FL_44,mip_open|G2.Q2,m4a_soc,covid_control,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,2|6|7|5|10|1|3,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|6|9|4|5,1|2|9|8,8|7|6|5|4|3|2|1,6|9|8|7|3|2|1|5|4,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,50,0,11.4,3,4,2,1,1,5,7,NA,7,4,4,2.837124818,1,0,1,1,3,1,2020,0.86,2.439927343
